#{"t_start": 1761551239.1125705, "env_id": "None"}
r,l,t
-191.461544,2532,6032.91883
-209.405124,2700,6037.072411
-232.253518,2186,6038.700302
-187.690458,1101,6039.734197
-236.463024,1528,6040.992916
-235.686475,1093,6042.022915
27.719478,2700,6046.191244
-288.646209,2647,6048.107367
-215.851471,2397,6049.840104
-264.415862,1334,6051.027965
-315.129311,1137,6054.448339
26.54485,414,6055.107312
80.793078,340,6055.737252
-239.899221,1654,6057.080119
-182.907998,1678,6058.482839
32.358212,414,6059.136417
-142.915843,2394,6060.81404
-232.607574,2700,6065.142356
-199.49465,2700,6067.02169
-334.481656,1540,6068.272409
-183.285135,1492,6069.507255
-234.827849,2700,6073.926329
-168.224654,1439,6075.155122
-252.346327,1573,6076.407711
-185.714455,1022,6077.386792
69.48376,340,6078.003768
56.963843,340,6078.663023
-68.772846,1887,6082.478066
81.14918,340,6083.133931
-283.088732,1918,6084.609274
85.084789,2700,6086.485934
-230.497477,1532,6087.753657
-266.088646,2700,6092.052168
-219.465796,2378,6093.764845
-82.74865,2700,6095.605926
8.286431,340,6096.217193
-208.680056,1599,6099.937389
-177.150544,2402,6101.686683
-321.57626,2541,6103.462759
-213.174641,1292,6104.592887
-16.151185,2700,6108.702506
-208.542282,1237,6109.842838
-234.0011,2700,6111.71012
-186.897822,2700,6115.967609
-231.517416,2119,6117.526702
-177.512192,2515,6119.29983
-261.023944,1410,6120.498085
-375.764622,2700,6124.783401
-247.669488,2700,6126.662842
-290.089012,2378,6128.410459
108.532492,340,6129.029453
-158.318847,2338,6132.964599
4.21318,422,6133.644135
-641.159387,2565,6135.441798
-353.308648,1885,6136.870026
2.254071,414,6137.519759
127.107127,2700,6141.772518
-162.585919,1512,6143.048523
-235.770537,1240,6144.169459
-279.569837,1306,6145.32084
-206.635063,790,6146.180237
61.125078,340,6146.78689
-154.931042,1184,6147.853233
-96.831799,2700,6152.069273
-322.732556,1762,6153.454893
-8.413366,340,6154.062949
-219.104496,1780,6155.429219
20.012719,2382,6157.131628
-194.178061,2575,6161.306682
-191.522811,1942,6162.816807
-300.478358,2262,6164.479979
-276.43614,2700,6168.720773
-254.769372,2700,6170.608426
-277.24599,1700,6171.942527
-281.015187,931,6172.888161
-242.475844,1762,6174.302735
-270.492979,1849,6178.211657
-69.139072,2135,6179.815636
64.732634,340,6180.440969
-285.19343,1825,6181.927494
-284.276838,2408,6185.989298
44.427738,340,6186.624015
-322.423458,1735,6187.977453
-437.579232,2441,6189.777512
-132.645915,1572,6191.060889
-437.235436,2142,6195.075241
-253.192919,1700,6196.427227
-127.240168,1715,6197.794387
-394.160109,2347,6199.526795
-262.573304,1734,6200.928216
-211.081763,1763,6204.637301
-259.342143,1425,6205.84918
-290.476957,1953,6207.335942
-103.97328,1753,6208.735552
-150.019448,1677,6212.645235
-82.237318,2597,6214.485407
-441.336155,1496,6215.724383
-282.660343,1155,6216.811291
-277.749598,1428,6218.019359
-182.301166,2267,6222.10597
-168.042751,2700,6223.996161
-194.109476,1323,6225.149523
-190.659039,1254,6226.263116
-321.413898,1876,6230.029567
-231.657261,2700,6231.914475
-257.662839,2040,6233.437655
-240.385939,1456,6234.642985
-378.844665,2127,6238.881485
-356.410759,2213,6240.522953
-244.656649,2700,6242.446796
-334.918085,1473,6243.687459
-296.154468,2167,6247.55474
-113.738523,2191,6249.17527
-498.611132,2624,6251.060098
-307.554187,1402,6252.257465
-406.041655,2394,6256.286211
-259.846848,1167,6257.360121
-149.369284,1820,6258.80535
-24.080431,2700,6260.70124
-301.250956,2570,6264.956541
-234.930474,2638,6266.816751
-256.236958,1082,6267.845128
31.005958,437,6268.537224
-163.582778,2528,6272.692388
-212.477392,792,6273.615035
-301.434499,2700,6275.500731
-190.47131,2700,6277.372552
-2.199185,414,6278.032937
128.069688,340,6278.678689
-200.094913,943,6279.670798
-114.211846,1885,6283.547524
-152.639515,2700,6285.447562
-171.334211,2252,6287.083722
-252.704998,1402,6290.662589
-519.324959,2700,6292.585205
-141.618948,1785,6293.995819
-260.746311,2700,6295.851578
-350.547795,2385,6299.917908
-39.88542,2700,6301.825298
-364.289764,1644,6303.184853
-140.329331,1806,6304.604241
-287.755904,1450,6308.085416
-182.540078,2700,6309.975907
-174.721447,1694,6311.336048
-152.313569,2437,6313.084708
-321.869345,1503,6316.815214
-282.033447,2700,6318.701395
-285.605166,1082,6319.706342
-233.111981,1773,6321.09968
29.322537,2700,6325.300461
-301.858855,1464,6326.529311
-351.728329,1907,6327.979674
-113.563483,980,6328.959742
0.91411,414,6329.606842
74.0,414,6330.288029
29.341787,340,6330.914403
3.526312,340,6331.533001
-622.014578,2461,6335.582252
-132.498271,1955,6337.063121
-52.260844,414,6337.721596
-110.50587,2700,6339.6129
-155.509667,2700,6343.872651
-128.408475,2059,6345.395697
-129.161624,2142,6346.976841
62.315322,414,6347.639119
-127.453915,2360,6351.626861
-363.422543,1776,6353.022776
27.719492,340,6353.662747
-140.407177,1397,6354.862909
48.519488,2700,6356.78282
-159.954036,1320,6357.94743
-305.657894,1502,6361.537539
-253.118541,2700,6363.476436
-148.98416,2700,6365.349937
-229.002957,1198,6366.454019
-223.150465,1882,6370.175564
-243.135577,961,6371.130164
-114.377098,2700,6372.998731
70.672338,2700,6374.911315
-349.582097,2224,6378.831357
-120.056944,1537,6380.081479
-293.01712,1809,6381.486249
-436.102406,2665,6383.367176
-269.05115,649,6386.43463
-195.006404,2662,6388.297192
-299.714565,1208,6389.379893
46.774327,340,6390.003184
59.98942,428,6390.667095
-271.319927,1279,6391.799513
-437.665547,2645,6395.964876
105.76694,2700,6397.849134
-249.858135,1214,6398.956184
-186.379338,2264,6400.637705
-330.935179,1554,6404.209794
-318.521021,2700,6406.094432
39.293757,414,6406.744369
-2.761786,412,6407.391542
-15.199209,406,6408.069228
38.495133,414,6408.719848
-82.552963,1077,6409.723149
-165.859122,2159,6413.65131
-402.091672,2221,6415.253098
35.80976,340,6415.860733
-3.039013,2700,6417.735975
-155.795026,1217,6418.863689
-331.724261,2327,6422.838344
-224.927334,1909,6424.270872
-378.661144,1395,6425.474534
13.79482,340,6426.093053
-241.770255,1066,6427.109222
-227.135355,2700,6431.315155
-233.760568,1721,6432.672559
-223.435535,1199,6433.789128
-137.74436,794,6434.653857
-237.600774,1779,6436.090609
-159.380709,2700,6440.332922
133.936696,422,6440.991532
-64.227188,2386,6442.665794
63.971649,340,6443.296003
-207.642113,2700,6445.184569
-159.954297,2566,6449.397292
-228.267696,1824,6450.834532
-130.95773,2120,6452.417311
-220.705297,1693,6453.772778
-207.163389,1954,6457.502243
-364.352471,1841,6458.930675
-302.318417,1907,6460.426919
-205.472501,2078,6461.965379
-208.764434,2222,6463.589972
-220.594688,1326,6467.035861
-239.955394,2579,6468.916008
-310.200995,2023,6470.441404
-128.982491,2700,6474.644239
-28.537826,2700,6476.559695
59.722128,340,6477.190794
152.975954,340,6477.805786
-217.75472,1073,6478.82992
-55.932001,425,6479.479331
-163.210319,1426,6480.710705
-277.774762,1173,6481.77672
-217.305182,1407,6485.30694
-6.632841,2700,6487.206917
-174.596057,2700,6489.083927
-185.418265,2700,6493.316434
-119.94813,2631,6495.153208
-252.555146,2009,6496.659125
-241.082905,1265,6497.76642
-259.561664,1102,6501.102545
-232.154706,1029,6502.086134
-207.883324,2700,6504.033918
140.201431,340,6504.6574
-309.794316,2700,6506.537463
-439.495611,2279,6510.653892
-179.022355,1212,6511.786023
89.023961,2700,6513.679405
-237.009306,2700,6515.529013
-219.074258,1163,6518.889824
-335.140164,1798,6520.303447
-94.392629,2700,6522.219208
-281.754085,1819,6523.674523
26.464435,423,6524.33302
-533.80901,2685,6528.571576
-211.578212,1437,6529.774605
-280.794218,1867,6531.199642
10.002606,454,6531.874401
-445.83203,1912,6533.327705
-241.9055,2411,6537.339995
-321.924409,1050,6538.368828
-190.19871,1528,6539.643025
-185.262687,1859,6541.085844
-250.937065,1111,6542.135396
-273.112374,1971,6545.941388
-242.602611,763,6546.778731
74.0,340,6547.404451
-304.826013,2637,6549.291452
-128.87852,1269,6550.423343
-209.821381,2700,6554.870863
-29.94241,2052,6556.419403
-223.943628,2700,6558.316133
-208.480981,1383,6559.523266
-46.488598,2209,6563.472391
-317.39683,2425,6565.230667
-335.733708,1862,6566.699462
-282.156863,1690,6568.038451
-213.983222,1450,6571.519584
-155.775408,2700,6573.429318
-27.196096,2700,6575.327534
-210.186718,1490,6576.539751
-298.326216,2133,6580.402938
-343.036773,2015,6581.931061
-204.784343,2397,6583.693475
-225.433729,2561,6587.856133
74.0,340,6588.486792
51.252414,340,6589.113069
-235.849123,1092,6590.147096
6.644055,414,6590.797835
-0.268915,340,6591.408584
-185.897049,2700,6593.299772
-72.782806,2700,6597.535951
-263.58736,1233,6598.668254
74.0,340,6599.309807
74.0,340,6599.982437
3.61065,433,6600.655392
-187.713031,2700,6602.549248
26.999665,430,6603.23781
-345.104825,1571,6604.513879
-170.92166,2700,6608.727638
-162.879432,1848,6610.181473
-226.188597,2700,6612.067321
-225.072656,1549,6613.349708
-71.829236,2700,6617.577477
-331.539447,1537,6618.83599
-207.76887,1750,6620.192335
-268.247466,1855,6621.650692
-206.278424,2700,6625.854329
-364.544971,2305,6627.498821
-95.367664,2700,6629.41556
-264.05601,1503,6633.120054
-291.10259,1761,6634.529469
-78.483953,1658,6635.862845
-266.144423,2002,6637.391678
-211.358052,1644,6638.730887
-280.491866,1509,6642.418377
-204.69473,966,6643.392736
-272.554815,1441,6644.616048
-239.187818,2700,6646.487914
-17.62559,414,6647.140046
-263.949165,1922,6650.911188
-160.41743,2166,6652.525893
-103.717011,2700,6654.455363
-178.489378,2700,6658.968567
-197.222806,1969,6660.484458
-138.503642,1021,6661.484973
-440.584477,2373,6663.170883
-315.10333,2700,6667.479411
-255.02811,2595,6669.299995
-248.758902,1301,6670.464619
-198.20355,2630,6672.324116
-165.577306,1386,6673.529535
-269.926592,1508,6677.022331
81.087424,340,6677.656897
-215.294996,1358,6678.859935
-34.585,2700,6680.730934
-250.076984,1292,6681.875775
-214.557179,2700,6686.218306
-125.812924,1770,6687.642152
-261.340471,2540,6689.485178
-123.246866,1656,6690.776346
-145.328319,2700,6695.031264
-31.180137,2223,6696.68289
-242.389963,1053,6697.675707
-275.209126,1216,6698.798716
-183.254572,1251,6699.897573
-6.364514,340,6702.920976
-188.711181,1649,6704.273854
-145.282035,2700,6706.211554
-279.628793,928,6707.137315
31.239516,436,6707.80163
-174.920252,2700,6712.073976
-320.004264,1521,6713.320965
-153.05081,1699,6714.664534
-295.55151,2700,6716.591198
-192.087481,1828,6720.451743
-136.708763,1625,6721.755688
-144.495861,2137,6723.348553
-227.909296,2569,6725.158831
-223.90785,890,6726.086315
-282.627186,1213,6729.584517
-342.249237,1847,6730.994539
-10.740672,2700,6732.852676
-249.980094,917,6733.799752
-206.764049,1366,6734.971302
-71.912184,2241,6739.044995
-121.032672,2700,6740.942101
50.435014,2700,6742.839345
-156.037431,1555,6746.431049
-228.353253,928,6747.369612
-216.092194,1804,6748.78455
40.251618,340,6749.429541
-193.539735,1027,6750.425825
-412.921196,2700,6752.306184
-227.212242,1613,6756.073118
-193.766748,2700,6757.97217
-166.458352,1512,6759.212107
-203.189184,1789,6760.593994
-206.016624,1186,6761.733966
-171.220091,1225,6765.144107
-168.402784,1194,6766.21974
-329.646815,1357,6767.365973
41.410941,340,6767.976812
-200.683301,2700,6769.927961
-260.96641,2700,6774.09998
-78.276868,1636,6775.370143
-163.98024,1332,6776.542185
-128.486761,1330,6777.696761
-86.936699,2700,6782.030067
-20.007122,406,6782.677477
-290.47401,2700,6784.582422
-128.608324,1166,6785.632255
-304.916799,879,6786.542428
-292.847882,1698,6787.90736
-110.242974,1139,6788.969505
-155.92438,2700,6793.107825
-272.684652,2291,6794.776689
-246.178293,2026,6796.313725
-246.935729,1787,6799.994908
103.127835,2700,6801.868229
-121.71732,2111,6803.469915
-302.508689,2042,6805.014458
35.648539,340,6805.643734
-249.647531,2700,6809.965953
-143.311546,1180,6811.062347
-195.487415,1322,6812.239112
-118.271552,2700,6814.1771
-266.903629,2700,6818.406195
-172.591634,1531,6819.702793
-336.651739,2127,6821.279518
64.539221,2128,6822.893822
43.460479,414,6825.847179
-80.781737,2700,6827.734636
-273.134925,1689,6829.074576
-384.17574,2700,6830.918813
-247.488303,1412,6834.456813
-55.171439,446,6835.120764
-342.277093,2019,6836.649241
-248.258741,2700,6838.621527
-227.068902,1539,6839.891363
-250.672369,2268,6843.867999
26.428702,414,6844.517063
-99.391167,2692,6846.360885
-287.466769,2587,6848.198349
-232.662192,2700,6852.345286
-162.037411,2098,6853.915925
-206.846057,2700,6855.749305
-223.406651,741,6856.579621
-324.77598,2026,6860.425477
8.801115,2700,6862.334744
-288.960782,1418,6863.537961
-203.081409,1895,6865.038241
20.078551,2700,6869.213702
-278.104219,1803,6870.587291
-276.721997,931,6871.510738
-331.350226,1361,6872.679736
-33.468947,2700,6876.813788
-0.439494,340,6877.430331
67.266762,414,6878.100074
-190.332851,1141,6879.203951
-151.822675,858,6880.272701
-224.024516,1710,6881.917646
-315.08075,1958,6883.773032
-336.390245,1797,6887.753955
-42.08062,1723,6889.4284
-262.704295,1718,6891.137661
-146.592042,1898,6892.903994
-271.196583,1790,6894.63677
-316.70202,1250,6898.31439
-233.263662,973,6899.467783
-19.444638,1885,6901.207628
18.70536,414,6901.856871
-171.902158,2485,6903.684089
80.402758,340,6904.302993
39.868195,340,6904.90701
4.588707,601,6908.018124
-251.088561,1610,6909.599243
-247.374381,1090,6910.793772
-255.903259,1832,6912.496119
147.731127,697,6913.452334
14.727854,1125,6914.6658
3.657955,1000,6915.801653
-278.868714,1739,6919.702701
-86.744595,1401,6921.107224
-239.415312,1617,6922.673719
-66.395473,1366,6924.118605
64.161483,1598,6925.653033
-50.899558,2296,6930.008666
-219.769851,1287,6931.337834
40.220583,414,6931.981637
-149.028852,2412,6934.082765
-67.983728,1208,6935.372426
-107.59451,1382,6936.785379
-32.964962,2270,6941.109153
-125.018928,1339,6942.487769
-151.45248,1613,6944.031492
-0.433843,1182,6945.277715
13.265559,770,6946.2653
-300.837516,1625,6950.347513
-5.267304,1547,6951.868479
-257.089087,1068,6953.059347
87.791535,340,6953.680806
-187.893392,1022,6954.851483
-234.242344,778,6955.829835
-156.582239,965,6956.97545
-67.601842,1129,6958.219396
-240.836711,1739,6962.283746
-293.421636,2700,6964.147688
-7.667165,340,6964.767819
7.690875,340,6965.379289
-122.779391,1615,6966.959865
-268.31083,990,6968.13922
-4.594808,1228,6971.701394
59.066837,1394,6973.124874
-221.003891,1069,6974.315751
-390.791279,1914,6976.093726
-200.333941,1100,6977.299659
13.112263,414,6977.96153
47.128897,1059,6979.163888
-289.501326,2315,6983.101737
11.072737,340,6983.721002
-189.971696,1020,6984.899828
-166.435874,1195,6986.204271
-177.311908,914,6987.28305
-193.703847,2286,6989.37174
203.678924,2443,6993.907937
-219.077951,1285,6995.056265
-212.458275,1053,6996.235776
-356.798899,2700,6998.147726
-120.947788,927,6999.242121
-227.313463,903,7002.665559
-464.493177,2574,7004.911331
-225.63008,2136,7006.490734
33.222785,1669,7008.089558
15.661952,814,7009.118366
-64.958071,696,7010.039813
-190.0739,1365,7013.925362
-38.380889,1958,7015.73301
-120.696581,1350,7017.123832
57.701467,1017,7018.324106
-10.036273,340,7018.951549
-8.322136,1125,7020.18471
-271.305792,917,7021.2752
28.388044,1502,7025.037159
-34.178453,414,7025.69617
-411.320583,2439,7027.785825
-175.098102,1723,7029.456354
-206.512163,749,7030.425139
-29.661234,414,7031.088102
-75.109816,960,7032.201545
-148.458593,1640,7036.099857
-112.143924,1506,7037.585107
87.638086,1085,7038.811188
-183.785588,2045,7040.648205
-111.451155,1708,7042.254667
-376.932884,2107,7046.567125
-115.991653,2013,7048.432322
-239.453015,1813,7050.132478
3.028367,866,7051.179123
-230.421489,1443,7054.909251
-195.006883,1290,7056.244318
-115.278216,2062,7058.122764
-5.662119,425,7058.78259
-66.359078,2368,7060.923478
-123.599277,1526,7062.457937
-236.492706,1228,7066.462573
-405.708991,2529,7068.735684
-241.902668,1273,7069.93633
-278.584063,1019,7071.12014
-157.376408,1821,7072.844382
-142.690698,1665,7076.706761
-52.53017,815,7077.71889
-168.257905,916,7078.849235
106.926464,838,7079.871953
-198.574038,1012,7081.039611
7.617168,439,7081.71913
-247.114769,754,7082.687577
-91.134424,1759,7084.352902
-99.206682,970,7087.735986
-178.547425,2357,7089.472411
46.291098,340,7090.088225
-161.92857,1239,7091.411298
0.570775,879,7092.48429
22.149047,439,7093.145504
-118.867584,1830,7094.852583
-242.508607,2370,7099.31993
74.0,340,7099.930917
-20.63354,416,7100.589575
-276.502625,1792,7102.269271
-296.051536,1330,7103.633888
-81.632662,1576,7104.959423
-29.203337,1573,7108.877035
74.0,340,7109.529391
-92.532897,1771,7111.207885
-229.534667,1423,7112.664589
-49.077227,1486,7114.267736
-67.750622,1348,7115.685191
-48.724574,1418,7119.472739
-138.815448,856,7120.516016
-191.078883,1565,7122.05618
13.504652,933,7123.176239
-239.859488,809,7124.18965
9.563118,414,7124.836992
89.548233,1411,7126.272992
-115.158207,856,7127.31084
70.26645,1643,7131.323552
-176.954267,1675,7132.633626
-201.727933,1533,7134.166884
-58.525726,1073,7135.371497
-234.241572,1011,7136.511269
-177.578035,1662,7138.186707
-220.664016,960,7141.839523
-98.143027,1478,7143.327011
-38.023161,902,7144.40453
-29.622311,1310,7145.75243
-248.407429,2700,7147.623923
-195.312989,898,7148.710949
-81.023562,1172,7152.219079
-207.185548,664,7153.150098
69.49944,1124,7154.375961
-360.160526,2700,7156.675907
114.293312,340,7157.293078
-78.379026,1214,7158.596658
-171.684444,1110,7159.826981
-290.242189,850,7163.127362
-20.17249,1501,7164.625259
-199.050643,2700,7166.520928
-170.323348,1789,7168.26828
-258.091401,1203,7169.589911
49.831801,340,7172.471597
107.816703,340,7173.099635
-203.716569,1895,7174.885325
-147.761236,1294,7176.232903
-267.040287,2520,7178.453686
-88.400335,1378,7179.847452
-236.512361,1157,7183.54336
-213.857174,1296,7184.877277
-161.774931,1463,7186.334682
-81.900805,1260,7187.709324
-264.856788,1107,7188.939703
-222.408708,1409,7190.354314
-406.360521,2644,7195.157539
-416.381195,2276,7196.804159
-37.563283,2044,7198.664792
-153.869151,1054,7199.86973
-189.533895,1673,7203.765223
98.38202,340,7204.387311
40.80055,2700,7206.713278
-332.808855,2700,7209.061648
-145.078034,1175,7210.341402
13.174361,1054,7213.822895
-206.171,1423,7215.277625
-164.836223,1542,7216.77883
-202.433555,965,7217.910642
-176.052395,821,7218.983162
-61.809723,1159,7220.24411
38.546551,2403,7224.654571
-71.694165,809,7225.682307
-42.778348,1054,7226.888361
-272.67686,1161,7228.161855
104.660048,340,7228.784667
-249.066367,1546,7230.322795
-310.269177,2195,7232.262835
-239.107857,2084,7236.571243
